"Inclui transações da Amazon Marketplace, Fulfillment by Amazon (FBA), e Amazon Webstore"
"Todas as quantias em BRL, a menos que especificado"
"Definições:"
"Imposto de vendas coletados: Inclui impostos sobre vendas coletados de compradores para vendas de produtos, envio e embalagem para presente."
"Tarifas de venda: Inclui tarifas de fechamento variável e tarifas de referência."
"Outras taxas de transação: Inclui cobranças retroativas de envio, retenção de envi, taxas por item e taxas de coleta de impostos de vendas."
"Outros: Inclui quantias de transação não relacionadas a pedidos. Para obter mais detalhes, consulte as colunas ""Tipo"" e ""Descrição"" para cada ID de pedido."
"data/hora","id de liquidação","tipo","id do pedido","sku","descrição","quantidade","mercado","tipo de conta","atendimento","cidade do pedido","estado do pedido","postal do pedido","vendas do produto","créditos de remessa","créditos de embalagem de presente","descontos promocionais","imposto de vendas coletados","tarifas de venda","taxas fba","taxas de outras transações","outro","total"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","701-5096645-7553809","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","701-5096645-7553809","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-1948154-4656227","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-1948154-4656227","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-5428159-3494662","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-5428159-3494662","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-9894939-9829058","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:38 GMT-8","25407411961","Serviços de Envio","702-9894939-9829058","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-2522013-8065058","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-2522013-8065058","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-0870501-6777812","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-0870501-6777812","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-5405062-1302635","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-5405062-1302635","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-5425149-6690632","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:39 GMT-8","25407411961","Serviços de Envio","701-5425149-6690632","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:42 GMT-8","25407411961","Serviços de Envio","702-7419499-6609841","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:42 GMT-8","25407411961","Serviços de Envio","702-7419499-6609841","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:42 GMT-8","25407411961","Serviços de Envio","702-1973721-6664266","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:42 GMT-8","25407411961","Serviços de Envio","702-1973721-6664266","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-2181715-9420244","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-2181715-9420244","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-0535484-0269030","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-0535484-0269030","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-8868052-9639434","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","702-8868052-9639434","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-1153345-4086623","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-1153345-4086623","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-3376369-7331454","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-3376369-7331454","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-2996574-2401034","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:43 GMT-8","25407411961","Serviços de Envio","701-2996574-2401034","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-1824261-7981848","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-1824261-7981848","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-4589712-0747439","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-4589712-0747439","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-1720808-2493807","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-1720808-2493807","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-7012575-3049838","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:44 GMT-8","25407411961","Serviços de Envio","702-7012575-3049838","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-1778189-8824258","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-1778189-8824258","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-4378590-5685848","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-4378590-5685848","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-4437095-6045054","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-4437095-6045054","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-8613327-5076219","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-8613327-5076219","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-0132687-8532232","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-0132687-8532232","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-3068648-2206638","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","701-3068648-2206638","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-0145387-3851456","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:48 GMT-8","25407411961","Serviços de Envio","702-0145387-3851456","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6159680-9405007","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6159680-9405007","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-8847810-0606600","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-8847810-0606600","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-6418534-9851413","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-6418534-9851413","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3644141-0625827","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3644141-0625827","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-9225744-2828250","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-9225744-2828250","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6331960-7953854","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6331960-7953854","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3890408-1290652","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3890408-1290652","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6133856-1770618","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6133856-1770618","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6596132-0203428","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,50","0","-6,50"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-6596132-0203428","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3124427-2238635","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-3124427-2238635","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-1977238-0557054","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","702-1977238-0557054","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-21,84","0","-21,84"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-9593056-7529040","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:49 GMT-8","25407411961","Serviços de Envio","701-9593056-7529040","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-4571683-7684219","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-4571683-7684219","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-9826562-3967403","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-9826562-3967403","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-6642479-0607457","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-6642479-0607457","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-9813185-0669820","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","701-9813185-0669820","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-21,35","0","-21,35"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-5593448-8807428","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-5593448-8807428","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-7628278-2821855","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:50 GMT-8","25407411961","Serviços de Envio","702-7628278-2821855","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:51 GMT-8","25407411961","Serviços de Envio","701-9858022-8253839","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:51 GMT-8","25407411961","Serviços de Envio","701-9858022-8253839","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:54 GMT-8","25407411961","Serviços de Envio","702-6405953-8462660","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:54 GMT-8","25407411961","Serviços de Envio","702-6405953-8462660","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:54 GMT-8","25407411961","Serviços de Envio","701-6351684-9169847","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:54 GMT-8","25407411961","Serviços de Envio","701-6351684-9169847","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","701-6056974-7468258","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","701-6056974-7468258","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-6736429-5433042","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-13,00","0","-13,00"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-6736429-5433042","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-7899244-5537802","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-7899244-5537802","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-1131264-9484224","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","702-1131264-9484224","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","0","0","0"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","701-1354142-9571432","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
"5 de jan. de 2026 10:56:55 GMT-8","25407411961","Serviços de Envio","701-1354142-9571432","","Estorno do frete pago pelo comprador","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-21,84","0","-21,84"
"5 de jan. de 2026 10:56:56 GMT-8","25407411961","Serviços de Envio","701-8201915-1233802","","Tarifa de manuseio com base no peso Delivery by Amazon","","Amazon.com.br","Crédito Mastercard e outros","Vendedor","","","","0","0","0","0","0","0","0","-6,75","0","-6,75"
